Date,Open,High,Low,Close,Share Volume
17 Sep 2012,3210.7,3210.7,3210.7,3210.7,0
18 Sep 2012,3177.73,3177.73,3177.73,3177.73,0
19 Sep 2012,3141.64,3141.64,3141.64,3141.64,0
20 Sep 2012,3169.61,3169.61,3169.61,3169.61,0
21 Sep 2012,3178.16,3178.16,3178.16,3178.16,0
24 Sep 2012,3194.91,3194.91,3194.91,3194.91,0
25 Sep 2012,3201.1,3201.1,3201.1,3201.1,0
26 Sep 2012,3220.27,3220.27,3220.27,3220.27,0
27 Sep 2012,3222.31,3222.31,3222.31,3222.31,0
28 Sep 2012,3240.98,3240.98,3240.98,3240.98,0
01 Oct 2012,3236.61,3236.61,3236.61,3236.61,0
02 Oct 2012,3222.4,3222.4,3222.4,3222.4,0
03 Oct 2012,3189.94,3189.94,3189.94,3189.94,0
04 Oct 2012,3177.88,3177.88,3177.88,3177.88,0
05 Oct 2012,3170.14,3170.14,3170.14,3170.14,0
08 Oct 2012,3153.67,3153.67,3153.67,3153.67,0
09 Oct 2012,3143.93,3143.93,3143.93,3143.93,0
10 Oct 2012,3127.62,3127.62,3127.62,3127.62,0
11 Oct 2012,3092.8,3092.8,3092.8,3092.8,0
12 Oct 2012,3098.42,3098.42,3098.42,3098.42,0
15 Oct 2012,3055.86,3055.86,3055.86,3055.86,0
16 Oct 2012,3036.94,3036.94,3036.94,3036.94,0
17 Oct 2012,3017.33,3017.33,3017.33,3017.33,0
18 Oct 2012,3029.0,3029.0,3029.0,3029.0,0
19 Oct 2012,3041.98,3041.98,3041.98,3041.98,0
22 Oct 2012,3010.02,3010.02,3010.02,3010.02,0
23 Oct 2012,3013.57,3013.57,3013.57,3013.57,0
24 Oct 2012,3008.4,3008.4,3008.4,3008.4,0
25 Oct 2012,3009.59,3009.59,3009.59,3009.59,0
26 Oct 2012,2997.35,2997.35,2997.35,2997.35,0
30 Oct 2012,2983.87,2983.87,2983.87,2983.87,0
31 Oct 2012,2988.05,2988.05,2988.05,2988.05,0
01 Nov 2012,2974.15,2974.15,2974.15,2974.15,0
02 Nov 2012,2997.95,2997.95,2997.95,2997.95,0
05 Nov 2012,3005.75,3005.75,3005.75,3005.75,0
06 Nov 2012,3012.98,3012.98,3012.98,3012.98,0
07 Nov 2012,3022.87,3022.87,3022.87,3022.87,0
08 Nov 2012,3022.16,3022.16,3022.16,3022.16,0
09 Nov 2012,3034.6,3034.6,3034.6,3034.6,0
12 Nov 2012,3044.36,3044.36,3044.36,3044.36,0
14 Nov 2012,3043.52,3043.52,3043.52,3043.52,0
15 Nov 2012,3026.71,3026.71,3026.71,3026.71,0
16 Nov 2012,3028.68,3028.68,3028.68,3028.68,0
19 Nov 2012,3006.47,3006.47,3006.47,3006.47,0
20 Nov 2012,2992.03,2992.03,2992.03,2992.03,0
21 Nov 2012,2951.26,2951.26,2951.26,2951.26,0
22 Nov 2012,2967.53,2967.53,2967.53,2967.53,0
23 Nov 2012,2967.31,2967.31,2967.31,2967.31,0
26 Nov 2012,2960.01,2960.01,2960.01,2960.01,0
28 Nov 2012,2934.77,2934.77,2934.77,2934.77,0
29 Nov 2012,2952.16,2952.16,2952.16,2952.16,0
30 Nov 2012,2942.02,2942.02,2942.02,2942.02,0
03 Dec 2012,2931.4,2931.4,2931.4,2931.4,0
04 Dec 2012,2932.17,2932.17,2932.17,2932.17,0
05 Dec 2012,2923.14,2923.14,2923.14,2923.14,0
06 Dec 2012,2951.85,2951.85,2951.85,2951.85,0
07 Dec 2012,2953.62,2953.62,2953.62,2953.62,0
10 Dec 2012,2958.11,2958.11,2958.11,2958.11,0
11 Dec 2012,2963.21,2963.21,2963.21,2963.21,0
12 Dec 2012,2994.55,2994.55,2994.55,2994.55,0
13 Dec 2012,3024.29,3024.29,3024.29,3024.29,0
14 Dec 2012,3022.79,3022.79,3022.79,3022.79,0
17 Dec 2012,3009.44,3009.44,3009.44,3009.44,0
18 Dec 2012,3019.62,3019.62,3019.62,3019.62,0
19 Dec 2012,3017.99,3017.99,3017.99,3017.99,0
20 Dec 2012,3030.86,3030.86,3030.86,3030.86,0
21 Dec 2012,3034.24,3034.24,3034.24,3034.24,0
24 Dec 2012,3038.78,3038.78,3038.78,3038.78,0
26 Dec 2012,3060.37,3060.37,3060.37,3060.37,0
28 Dec 2012,3068.99,3068.99,3068.99,3068.99,0
31 Dec 2012,3085.33,3085.33,3085.33,3085.33,0
02 Jan 2013,3090.88,3090.88,3090.88,3090.88,0
03 Jan 2013,3104.25,3104.25,3104.25,3104.25,0
04 Jan 2013,3121.71,3121.71,3121.71,3121.71,0
07 Jan 2013,3120.04,3120.04,3120.04,3120.04,0
08 Jan 2013,3123.97,3123.97,3123.97,3123.97,0
09 Jan 2013,3120.87,3120.87,3120.87,3120.87,0
10 Jan 2013,3121.53,3121.53,3121.53,3121.53,0
11 Jan 2013,3133.87,3133.87,3133.87,3133.87,0
15 Jan 2013,3134.32,3134.32,3134.32,3134.32,0
16 Jan 2013,3163.18,3163.18,3163.18,3163.18,0
17 Jan 2013,3184.61,3184.61,3184.61,3184.61,0
18 Jan 2013,3174.36,3174.36,3174.36,3174.36,0
21 Jan 2013,3174.11,3174.11,3174.11,3174.11,0
22 Jan 2013,3184.57,3184.57,3184.57,3184.57,0
23 Jan 2013,3191.8,3191.8,3191.8,3191.8,0
24 Jan 2013,3190.65,3190.65,3190.65,3190.65,0
28 Jan 2013,3194.72,3194.72,3194.72,3194.72,0
29 Jan 2013,3185.76,3185.76,3185.76,3185.76,0
30 Jan 2013,3193.63,3193.63,3193.63,3193.63,0
31 Jan 2013,3197.61,3197.61,3197.61,3197.61,0
01 Feb 2013,3196.81,3196.81,3196.81,3196.81,0
05 Feb 2013,3203.91,3203.91,3203.91,3203.91,0
06 Feb 2013,3217.39,3217.39,3217.39,3217.39,0
07 Feb 2013,3243.7,3243.7,3243.7,3243.7,0
08 Feb 2013,3271.25,3271.25,3271.25,3271.25,0
11 Feb 2013,3268.24,3268.24,3268.24,3268.24,0
12 Feb 2013,3257.98,3257.98,3257.98,3257.98,0
13 Feb 2013,3257.14,3257.14,3257.14,3257.14,0
14 Feb 2013,3269.5,3269.5,3269.5,3269.5,0
15 Feb 2013,3274.25,3274.25,3274.25,3274.25,0
18 Feb 2013,3249.28,3249.28,3249.28,3249.28,0
19 Feb 2013,3238.57,3238.57,3238.57,3238.57,0
20 Feb 2013,3224.85,3224.85,3224.85,3224.85,0
21 Feb 2013,3212.56,3212.56,3212.56,3212.56,0
22 Feb 2013,3223.28,3223.28,3223.28,3223.28,0
26 Feb 2013,3202.21,3202.21,3202.21,3202.21,0
27 Feb 2013,3210.82,3210.82,3210.82,3210.82,0
28 Feb 2013,3194.39,3194.39,3194.39,3194.39,0
01 Mar 2013,3206.85,3206.85,3206.85,3206.85,0
04 Mar 2013,3203.78,3203.78,3203.78,3203.78,0
05 Mar 2013,3208.92,3208.92,3208.92,3208.92,0
06 Mar 2013,3214.86,3214.86,3214.86,3214.86,0
07 Mar 2013,3220.41,3220.41,3220.41,3220.41,0
08 Mar 2013,3222.74,3222.74,3222.74,3222.74,0
11 Mar 2013,3229.19,3229.19,3229.19,3229.19,0
12 Mar 2013,3247.09,3247.09,3247.09,3247.09,0
13 Mar 2013,3235.24,3235.24,3235.24,3235.24,0
14 Mar 2013,3241.03,3241.03,3241.03,3241.03,0
15 Mar 2013,3262.44,3262.44,3262.44,3262.44,0
18 Mar 2013,3270.21,3270.21,3270.21,3270.21,0
19 Mar 2013,3283.79,3283.79,3283.79,3283.79,0
20 Mar 2013,3299.56,3299.56,3299.56,3299.56,0
21 Mar 2013,3313.28,3313.28,3313.28,3313.28,0
22 Mar 2013,3312.71,3312.71,3312.71,3312.71,0
25 Mar 2013,3295.96,3295.96,3295.96,3295.96,0
27 Mar 2013,3299.87,3299.87,3299.87,3299.87,0
28 Mar 2013,3293.57,3293.57,3293.57,3293.57,0
01 Apr 2013,3281.63,3281.63,3281.63,3281.63,0
02 Apr 2013,3289.37,3289.37,3289.37,3289.37,0
03 Apr 2013,3305.27,3305.27,3305.27,3305.27,0
04 Apr 2013,3319.01,3319.01,3319.01,3319.01,0
05 Apr 2013,3312.53,3312.53,3312.53,3312.53,0
08 Apr 2013,3321.81,3321.81,3321.81,3321.81,0
09 Apr 2013,3316.75,3316.75,3316.75,3316.75,0
10 Apr 2013,3322.49,3322.49,3322.49,3322.49,0
11 Apr 2013,3329.42,3329.42,3329.42,3329.42,0
12 Apr 2013,3333.54,3333.54,3333.54,3333.54,0
16 Apr 2013,3351.57,3351.57,3351.57,3351.57,0
17 Apr 2013,3361.99,3361.99,3361.99,3361.99,0
18 Apr 2013,3351.15,3351.15,3351.15,3351.15,0
19 Apr 2013,3336.12,3336.12,3336.12,3336.12,0
22 Apr 2013,3338.38,3338.38,3338.38,3338.38,0
23 Apr 2013,3344.85,3344.85,3344.85,3344.85,0
24 Apr 2013,3358.51,3358.51,3358.51,3358.51,0
26 Apr 2013,3359.36,3359.36,3359.36,3359.36,0
29 Apr 2013,3363.14,3363.14,3363.14,3363.14,0
30 Apr 2013,3365.79,3365.79,3365.79,3365.79,0
02 May 2013,3381.38,3381.38,3381.38,3381.38,0
03 May 2013,3405.99,3405.99,3405.99,3405.99,0
06 May 2013,3461.12,3461.12,3461.12,3461.12,0
07 May 2013,3511.95,3511.95,3511.95,3511.95,0
08 May 2013,3521.3,3521.3,3521.3,3521.3,0
09 May 2013,3526.51,3526.51,3526.51,3526.51,0
10 May 2013,3530.9,3530.9,3530.9,3530.9,0
13 May 2013,3518.85,3518.85,3518.85,3518.85,0
14 May 2013,3500.5,3500.5,3500.5,3500.5,0
15 May 2013,3498.34,3498.34,3498.34,3498.34,0
16 May 2013,3531.37,3531.37,3531.37,3531.37,0
17 May 2013,3589.26,3589.26,3589.26,3589.26,0
20 May 2013,3649.35,3649.35,3649.35,3649.35,0
21 May 2013,3660.94,3660.94,3660.94,3660.94,0
22 May 2013,3663.98,3663.98,3663.98,3663.98,0
23 May 2013,3666.04,3666.04,3666.04,3666.04,0
27 May 2013,3641.91,3641.91,3641.91,3641.91,0
28 May 2013,3626.96,3626.96,3626.96,3626.96,0
29 May 2013,3644.64,3644.64,3644.64,3644.64,0
30 May 2013,3640.04,3640.04,3640.04,3640.04,0
31 May 2013,3646.32,3646.32,3646.32,3646.32,0
03 Jun 2013,3635.59,3635.59,3635.59,3635.59,0
04 Jun 2013,3645.9,3645.9,3645.9,3645.9,0
05 Jun 2013,3635.05,3635.05,3635.05,3635.05,0
06 Jun 2013,3596.34,3596.34,3596.34,3596.34,0
07 Jun 2013,3550.47,3550.47,3550.47,3550.47,0
10 Jun 2013,3574.45,3574.45,3574.45,3574.45,0
11 Jun 2013,3560.47,3560.47,3560.47,3560.47,0
12 Jun 2013,3551.41,3551.41,3551.41,3551.41,0
13 Jun 2013,3499.09,3499.09,3499.09,3499.09,0
14 Jun 2013,3504.35,3504.35,3504.35,3504.35,0
17 Jun 2013,3496.79,3496.79,3496.79,3496.79,0
18 Jun 2013,3497.12,3497.12,3497.12,3497.12,0
19 Jun 2013,3495.68,3495.68,3495.68,3495.68,0
20 Jun 2013,3492.14,3492.14,3492.14,3492.14,0
21 Jun 2013,3466.57,3466.57,3466.57,3466.57,0
24 Jun 2013,3472.3,3472.3,3472.3,3472.3,0
25 Jun 2013,3430.43,3430.43,3430.43,3430.43,0
26 Jun 2013,3413.63,3413.63,3413.63,3413.63,0
27 Jun 2013,3426.48,3426.48,3426.48,3426.48,0
28 Jun 2013,3431.74,3431.74,3431.74,3431.74,0
01 Jul 2013,3447.74,3447.74,3447.74,3447.74,0
02 Jul 2013,3462.51,3462.51,3462.51,3462.51,0
03 Jul 2013,3433.0,3433.0,3433.0,3433.0,0
04 Jul 2013,3399.46,3399.46,3399.46,3399.46,0
05 Jul 2013,3383.46,3383.46,3383.46,3383.46,0
08 Jul 2013,3351.49,3351.49,3351.49,3351.49,0
09 Jul 2013,3347.96,3347.96,3347.96,3347.96,0
10 Jul 2013,3365.08,3365.08,3365.08,3365.08,0
11 Jul 2013,3392.9,3392.9,3392.9,3392.9,0
12 Jul 2013,3385.43,3385.43,3385.43,3385.43,0
15 Jul 2013,3397.44,3397.44,3397.44,3397.44,0
16 Jul 2013,3386.42,3386.42,3386.42,3386.42,0
17 Jul 2013,3376.73,3376.73,3376.73,3376.73,0
18 Jul 2013,3378.73,3378.73,3378.73,3378.73,0
19 Jul 2013,3409.16,3409.16,3409.16,3409.16,0
23 Jul 2013,3436.09,3436.09,3436.09,3436.09,0
24 Jul 2013,3448.11,3448.11,3448.11,3448.11,0
25 Jul 2013,3423.48,3423.48,3423.48,3423.48,0
26 Jul 2013,3427.87,3427.87,3427.87,3427.87,0
29 Jul 2013,3425.77,3425.77,3425.77,3425.77,0
30 Jul 2013,3432.03,3432.03,3432.03,3432.03,0
31 Jul 2013,3428.96,3428.96,3428.96,3428.96,0
01 Aug 2013,3477.57,3477.57,3477.57,3477.57,0
02 Aug 2013,3490.57,3490.57,3490.57,3490.57,0
05 Aug 2013,3471.47,3471.47,3471.47,3471.47,0
06 Aug 2013,3477.04,3477.04,3477.04,3477.04,0
07 Aug 2013,3479.87,3479.87,3479.87,3479.87,0
08 Aug 2013,3470.16,3470.16,3470.16,3470.16,0
12 Aug 2013,3451.45,3451.45,3451.45,3451.45,0
13 Aug 2013,3453.23,3453.23,3453.23,3453.23,0
14 Aug 2013,3484.1,3484.1,3484.1,3484.1,0
15 Aug 2013,3495.69,3495.69,3495.69,3495.69,0
16 Aug 2013,3491.55,3491.55,3491.55,3491.55,0
19 Aug 2013,3494.18,3494.18,3494.18,3494.18,0
21 Aug 2013,3434.37,3434.37,3434.37,3434.37,0
22 Aug 2013,3422.27,3422.27,3422.27,3422.27,0
23 Aug 2013,3342.96,3342.96,3342.96,3342.96,0
26 Aug 2013,3327.63,3327.63,3327.63,3327.63,0
27 Aug 2013,3319.33,3319.33,3319.33,3319.33,0
28 Aug 2013,3209.93,3209.93,3209.93,3209.93,0
29 Aug 2013,3264.96,3264.96,3264.96,3264.96,0
30 Aug 2013,3261.33,3261.33,3261.33,3261.33,0
02 Sep 2013,3229.09,3229.09,3229.09,3229.09,0
03 Sep 2013,3210.89,3210.89,3210.89,3210.89,0
04 Sep 2013,3210.96,3210.96,3210.96,3210.96,0
05 Sep 2013,3178.12,3178.12,3178.12,3178.12,0
06 Sep 2013,3177.17,3177.17,3177.17,3177.17,0
09 Sep 2013,3132.1,3132.1,3132.1,3132.1,0
10 Sep 2013,3150.69,3150.69,3150.69,3150.69,0
11 Sep 2013,3178.96,3178.96,3178.96,3178.96,0
12 Sep 2013,3184.9,3184.9,3184.9,3184.9,0
13 Sep 2013,3176.74,3176.74,3176.74,3176.74,0
16 Sep 2013,3180.24,3180.24,3180.24,3180.24,0
17 Sep 2013,3161.9,3161.9,3161.9,3161.9,0
18 Sep 2013,3157.38,3157.38,3157.38,3157.38,0
20 Sep 2013,3217.6,3217.6,3217.6,3217.6,0
23 Sep 2013,3206.23,3206.23,3206.23,3206.23,0
24 Sep 2013,3214.3,3214.3,3214.3,3214.3,0
25 Sep 2013,3205.48,3205.48,3205.48,3205.48,0
26 Sep 2013,3219.09,3219.09,3219.09,3219.09,0
27 Sep 2013,3210.3,3210.3,3210.3,3210.3,0
30 Sep 2013,3214.37,3214.37,3214.37,3214.37,0
01 Oct 2013,3210.89,3210.89,3210.89,3210.89,0
02 Oct 2013,3222.89,3222.89,3222.89,3222.89,0
03 Oct 2013,3220.71,3220.71,3220.71,3220.71,0
04 Oct 2013,3231.79,3231.79,3231.79,3231.79,0
07 Oct 2013,3244.38,3244.38,3244.38,3244.38,0
08 Oct 2013,3257.34,3257.34,3257.34,3257.34,0
09 Oct 2013,3254.99,3254.99,3254.99,3254.99,0
10 Oct 2013,3286.91,3286.91,3286.91,3286.91,0
11 Oct 2013,3283.62,3283.62,3283.62,3283.62,0
14 Oct 2013,3288.74,3288.74,3288.74,3288.74,0
15 Oct 2013,3290.58,3290.58,3290.58,3290.58,0
17 Oct 2013,3309.0,3309.0,3309.0,3309.0,0
21 Oct 2013,3287.53,3287.53,3287.53,3287.53,0
22 Oct 2013,3272.58,3272.58,3272.58,3272.58,0
23 Oct 2013,3259.18,3259.18,3259.18,3259.18,0
24 Oct 2013,3263.76,3263.76,3263.76,3263.76,0
25 Oct 2013,3280.48,3280.48,3280.48,3280.48,0
28 Oct 2013,3261.76,3261.76,3261.76,3261.76,0
29 Oct 2013,3260.62,3260.62,3260.62,3260.62,0
30 Oct 2013,3265.82,3265.82,3265.82,3265.82,0
31 Oct 2013,3282.07,3282.07,3282.07,3282.07,0
01 Nov 2013,3280.33,3280.33,3280.33,3280.33,0
04 Nov 2013,3274.31,3274.31,3274.31,3274.31,0
05 Nov 2013,3263.51,3263.51,3263.51,3263.51,0
06 Nov 2013,3254.89,3254.89,3254.89,3254.89,0
07 Nov 2013,3243.71,3243.71,3243.71,3243.71,0
08 Nov 2013,3232.5,3232.5,3232.5,3232.5,0
11 Nov 2013,3230.36,3230.36,3230.36,3230.36,0
12 Nov 2013,3190.66,3190.66,3190.66,3190.66,0
13 Nov 2013,3178.28,3178.28,3178.28,3178.28,0
14 Nov 2013,3185.96,3185.96,3185.96,3185.96,0
15 Nov 2013,3174.68,3174.68,3174.68,3174.68,0
18 Nov 2013,3200.31,3200.31,3200.31,3200.31,0
19 Nov 2013,3213.93,3213.93,3213.93,3213.93,0
20 Nov 2013,3209.27,3209.27,3209.27,3209.27,0
21 Nov 2013,3202.19,3202.19,3202.19,3202.19,0
22 Nov 2013,3197.88,3197.88,3197.88,3197.88,0
25 Nov 2013,3182.94,3182.94,3182.94,3182.94,0
26 Nov 2013,3168.69,3168.69,3168.69,3168.69,0
27 Nov 2013,3162.52,3162.52,3162.52,3162.52,0
28 Nov 2013,3163.59,3163.59,3163.59,3163.59,0
29 Nov 2013,3174.63,3174.63,3174.63,3174.63,0
02 Dec 2013,3165.88,3165.88,3165.88,3165.88,0
03 Dec 2013,3160.94,3160.94,3160.94,3160.94,0
04 Dec 2013,3165.05,3165.05,3165.05,3165.05,0
05 Dec 2013,3161.62,3161.62,3161.62,3161.62,0
06 Dec 2013,3183.09,3183.09,3183.09,3183.09,0
09 Dec 2013,3194.3,3194.3,3194.3,3194.3,0
10 Dec 2013,3176.62,3176.62,3176.62,3176.62,0
11 Dec 2013,3182.27,3182.27,3182.27,3182.27,0
12 Dec 2013,3189.44,3189.44,3189.44,3189.44,0
13 Dec 2013,3185.67,3185.67,3185.67,3185.67,0
17 Dec 2013,3193.87,3193.87,3193.87,3193.87,0
18 Dec 2013,3191.71,3191.71,3191.71,3191.71,0
19 Dec 2013,3224.46,3224.46,3224.46,3224.46,0
20 Dec 2013,3228.17,3228.17,3228.17,3228.17,0
23 Dec 2013,3224.24,3224.24,3224.24,3224.24,0
24 Dec 2013,3225.13,3225.13,3225.13,3225.13,0
26 Dec 2013,3223.12,3223.12,3223.12,3223.12,0
27 Dec 2013,3240.63,3240.63,3240.63,3240.63,0
30 Dec 2013,3267.45,3267.45,3267.45,3267.45,0
31 Dec 2013,3263.87,3263.87,3263.87,3263.87,0
02 Jan 2014,3285.39,3285.39,3285.39,3285.39,0
03 Jan 2014,3294.82,3294.82,3294.82,3294.82,0
06 Jan 2014,3281.24,3281.24,3281.24,3281.24,0
07 Jan 2014,3300.45,3300.45,3300.45,3300.45,0
08 Jan 2014,3350.31,3350.31,3350.31,3350.31,0
09 Jan 2014,3362.39,3362.39,3362.39,3362.39,0
10 Jan 2014,3384.51,3384.51,3384.51,3384.51,0
13 Jan 2014,3388.07,3388.07,3388.07,3388.07,0
16 Jan 2014,3427.05,3427.05,3427.05,3427.05,0
17 Jan 2014,3407.94,3407.94,3407.94,3407.94,0
20 Jan 2014,3425.71,3425.71,3425.71,3425.71,0
21 Jan 2014,3428.16,3428.16,3428.16,3428.16,0
22 Jan 2014,3458.26,3458.26,3458.26,3458.26,0
23 Jan 2014,3469.12,3469.12,3469.12,3469.12,0
24 Jan 2014,3478.09,3478.09,3478.09,3478.09,0
27 Jan 2014,3461.75,3461.75,3461.75,3461.75,0
28 Jan 2014,3435.87,3435.87,3435.87,3435.87,0
29 Jan 2014,3456.69,3456.69,3456.69,3456.69,0
30 Jan 2014,3444.56,3444.56,3444.56,3444.56,0
31 Jan 2014,3443.25,3443.25,3443.25,3443.25,0
03 Feb 2014,3431.22,3431.22,3431.22,3431.22,0
05 Feb 2014,3382.82,3382.82,3382.82,3382.82,0
06 Feb 2014,3384.32,3384.32,3384.32,3384.32,0
07 Feb 2014,3369.3,3369.3,3369.3,3369.3,0
10 Feb 2014,3354.43,3354.43,3354.43,3354.43,0
11 Feb 2014,3349.35,3349.35,3349.35,3349.35,0
12 Feb 2014,3336.96,3336.96,3336.96,3336.96,0
13 Feb 2014,3325.76,3325.76,3325.76,3325.76,0
17 Feb 2014,3306.24,3306.24,3306.24,3306.24,0
18 Feb 2014,3288.04,3288.04,3288.04,3288.04,0
19 Feb 2014,3281.77,3281.77,3281.77,3281.77,0
20 Feb 2014,3257.53,3257.53,3257.53,3257.53,0
21 Feb 2014,3237.82,3237.82,3237.82,3237.82,0
24 Feb 2014,3208.0,3208.0,3208.0,3208.0,0
25 Feb 2014,3180.06,3180.06,3180.06,3180.06,0
26 Feb 2014,3188.8,3188.8,3188.8,3188.8,0
28 Feb 2014,3223.66,3223.66,3223.66,3223.66,0
03 Mar 2014,3213.89,3213.89,3213.89,3213.89,0
04 Mar 2014,3221.42,3221.42,3221.42,3221.42,0
05 Mar 2014,3216.97,3216.97,3216.97,3216.97,0
06 Mar 2014,3234.05,3234.05,3234.05,3234.05,0
07 Mar 2014,3244.99,3244.99,3244.99,3244.99,0
10 Mar 2014,3252.29,3252.29,3252.29,3252.29,0
11 Mar 2014,3240.12,3240.12,3240.12,3240.12,0
12 Mar 2014,3236.29,3236.29,3236.29,3236.29,0
13 Mar 2014,3222.13,3222.13,3222.13,3222.13,0
14 Mar 2014,3207.11,3207.11,3207.11,3207.11,0
17 Mar 2014,3213.42,3213.42,3213.42,3213.42,0
18 Mar 2014,3214.64,3214.64,3214.64,3214.64,0
19 Mar 2014,3225.22,3225.22,3225.22,3225.22,0
20 Mar 2014,3231.91,3231.91,3231.91,3231.91,0
21 Mar 2014,3246.02,3246.02,3246.02,3246.02,0
24 Mar 2014,3246.91,3246.91,3246.91,3246.91,0
25 Mar 2014,3256.49,3256.49,3256.49,3256.49,0
26 Mar 2014,3261.05,3261.05,3261.05,3261.05,0
27 Mar 2014,3274.15,3274.15,3274.15,3274.15,0
28 Mar 2014,3278.67,3278.67,3278.67,3278.67,0
31 Mar 2014,3279.92,3279.92,3279.92,3279.92,0
01 Apr 2014,3299.9,3299.9,3299.9,3299.9,0
02 Apr 2014,3281.94,3281.94,3281.94,3281.94,0
03 Apr 2014,3295.5,3295.5,3295.5,3295.5,0
04 Apr 2014,3323.1,3323.1,3323.1,3323.1,0
07 Apr 2014,3321.43,3321.43,3321.43,3321.43,0
08 Apr 2014,3326.7,3326.7,3326.7,3326.7,0
09 Apr 2014,3345.96,3345.96,3345.96,3345.96,0
10 Apr 2014,3345.0,3345.0,3345.0,3345.0,0
11 Apr 2014,3346.92,3346.92,3346.92,3346.92,0
16 Apr 2014,3361.48,3361.48,3361.48,3361.48,0
17 Apr 2014,3388.02,3388.02,3388.02,3388.02,0
21 Apr 2014,3394.94,3394.94,3394.94,3394.94,0
22 Apr 2014,3397.42,3397.42,3397.42,3397.42,0
23 Apr 2014,3373.55,3373.55,3373.55,3373.55,0
24 Apr 2014,3394.56,3394.56,3394.56,3394.56,0
25 Apr 2014,3387.97,3387.97,3387.97,3387.97,0
28 Apr 2014,3394.34,3394.34,3394.34,3394.34,0
29 Apr 2014,3405.32,3405.32,3405.32,3405.32,0
30 Apr 2014,3418.19,3418.19,3418.19,3418.19,0
02 May 2014,3435.81,3435.81,3435.81,3435.81,0
05 May 2014,3441.69,3441.69,3441.69,3441.69,0
06 May 2014,3424.12,3424.12,3424.12,3424.12,0
07 May 2014,3433.95,3433.95,3433.95,3433.95,0
08 May 2014,3446.76,3446.76,3446.76,3446.76,0
09 May 2014,3457.26,3457.26,3457.26,3457.26,0
12 May 2014,3480.91,3480.91,3480.91,3480.91,0
