,acc_up,auc_up,pred_up_rate,coverage_p55,acc_p55,coverage_p60,acc_p60,coverage_p65,acc_p65,neutral_zone_threshold,actionable_rows_rate,actionable_acc_up
LightGBM,0.5101626016260162,0.5695285283489523,0.7735191637630662,0.764808362369338,0.5140470766894457,0.5383275261324042,0.5210355987055016,0.33072009291521487,0.5355575065847235,0.006,0.7041231126596981,0.5290721649484537
