,acc_up,auc_up,pred_up_rate,coverage_p55,acc_p55,coverage_p60,acc_p60,coverage_p65,acc_p65,neutral_zone_threshold,actionable_rows_rate,actionable_acc_up
CatBoost,0.5737514518002322,0.5897477340486422,0.3713704994192799,0.5522648083623694,0.6062039957939012,0.22909407665505227,0.641318124207858,0.0900116144018583,0.6935483870967742,0.006,0.7041231126596981,0.5781443298969072
