train_end,test_start,test_end,rows_train,rows_test,acc_up,auc_up
2025-05-09,2025-05-14,2026-04-23,8178,7007,0.5460254031682603,0.5448266351457841
2025-08-22,2025-08-25,2026-04-23,10517,4668,0.565981148243359,0.5774988679706533
