,acc_up,auc_up,pred_up_rate,coverage_p55,acc_p55,coverage_p60,acc_p60,coverage_p65,acc_p65,neutral_zone_threshold,actionable_rows_rate,actionable_acc_up
XGBoost,0.5441347270615563,0.5753888210218778,0.5734610917537747,0.6414053426248548,0.5599818922589407,0.3623693379790941,0.5857371794871795,0.18583042973286876,0.6015625,0.006,0.7041231126596981,0.5604123711340206
